Область,Район,Назва,Категорія,Рік,Кількість населених пунктів,Площа,Населення,Створена,Кількість рад у 2020 році,Перелік всіх рад у 2020 році
Дніпропетровська область,Дніпровський район,Китайгородська територіальна громада,сільська,2020,5,96.1,3217,29.10.2017,2,"Китайгородська сільська рада, Рудківська сільська рада"
Дніпропетровська область,Дніпровський район,Любимівська територіальна громада,сільська,2020,6,148.5,3615,29.10.2017,2,"Любимівська сільська рада, Дібровська сільська рада"
Дніпропетровська область,Дніпровський район,Ляшківська територіальна громада,сільська,2020,9,83.2,2070,25.10.2015,2,"Ляшківська сільська рада, Залеліївська сільська рада"
Дніпропетровська область,Дніпровський район,Миколаївська територіальна громада,сільська,2020,10,370.3,6634,25.10.2020,5,"Миколаївська сільська рада, Горьківська сільська рада, Новотаромська сільська рада, Степова сільська рада, КОАТУУ: 1210141000)"
Дніпропетровська область,Дніпровський район,Могилівська територіальна громада,сільська,2020,12,243.2,5971,25.10.2015,4,"Могилівська сільська рада, Зорянська сільська рада, Новопідкрязька сільська рада, Цибульківська сільська рада"
Дніпропетровська область,Дніпровський район,Новоолександрівська територіальна громада,сільська,2020,12,252.6,10653,25.10.2015,4,"Новоолександрівська сільська рада, Волоська сільська рада, КОАТУУ: 1210141000), КОАТУУ: 1225081502)"
Дніпропетровська область,Дніпровський район,Новопокровська територіальна громада,селищна,2020,33,530.2,7826,25.10.2015,5,"Новопокровська селищна рада, Дзержинівська сільська рада, Мопрівська сільська рада, Олександропільська сільська рада, Павлівська сільська рада"
Дніпропетровська область,Дніпровський район,Обухівська територіальна громада,селищна,2020,3,144.7,11785,22.12.2019,2,"Миколаївська селищна рада, Обухівська селищна рада"
Дніпропетровська область,Дніпровський район,Петриківська територіальна громада,селищна,2020,19,841.0,23028,29.10.2017,8,"Петриківська селищна рада, Курилівська селищна рада, Єлизаветівська сільська рада, Іванівська сільська рада, Лобойківська сільська рада, Хутірська сільська рада, Чаплинська сільська рада, Шульгівська сільська рада"
Дніпропетровська область,Дніпровський район,Підгородненська територіальна громада,міська,2020,5,232.4,23400,29.12.2019,2,"Підгородненська міська рада, Спаська сільська рада"
Дніпропетровська область,Дніпровський район,Святовасилівська територіальна громада,сільська,2020,23,306.7,5023,25.10.2015,5,"Святовасилівська Єлізарівська) сільська рада, Березнуватівська сільська рада, Наталівська сільська рада, Новомар’ївська сільська рада, Промінська сільська рада"
Дніпропетровська область,Дніпровський район,Слобожанська територіальна громада,селищна,2020,6,257.6,23191,25.10.2015,5,"Слобожанська селищна рада, Балівська сільська рада, Олександрівська сільська рада, Партизанська сільська рада, Степнянська сільська рада"
Дніпропетровська область,Дніпровський район,Солонянська територіальна громада,селищна,2020,51,899.7,24100,25.10.2015,10,"Солонянська селищна рада, Микільська сільська рада, Привільненська сільська рада, Письмечівська сільська рада, Малозахаринська сільська рада, Василівська сільська рада, Башмачанська сільська рада, Військова сільська рада, Сурсько-Михайлівська сільська рада, Широчанська сільська рада"
Дніпропетровська область,Дніпровський район,Сурсько-Литовська територіальна громада,сільська,2020,4,121.6,5786,25.10.2015,2,"Сурсько-Литовська сільська рада, Новомиколаївська сільська рада"
Дніпропетровська область,Дніпровський район,Царичанська територіальна громада,селищна,2020,23,478.9,14473,18.12.2016,5,"Царичанська селищна рада, Бабайківська сільська рада, Михайлівська сільська рада, Прядівська сільська рада, Юр’ївська сільська рада"
Дніпропетровська область,Дніпровський район,Чумаківська територіальна громада,сільська,2020,11,192.9,4584,29.04.2018,2,"Чумаківська сільська рада, Приютська сільська рада"
Дніпропетровська область,Кам’янський район,Божедарівська територіальна громада,селищна,2020,42,606.5,10624,11.12.2016,8,"Божедарівська селищна рада, Адамівська сільська рада, Биківська сільська рада, Болтишківська сільська рада, Катеринопільська сільська рада, Кудашівська сільська рада, Покровська сільська рада, Саксаганська сільська рада"
Дніпропетровська область,Кам’янський район,Верхньодніпровська територіальна громада,міська,2020,48,1030.5,37577,29.10.2017,12,"Верхньодніпровська міська рада, Дніпровська селищна рада, Новомиколаївська селищна рада, Боровківська сільська рада, Бородаївська сільська рада, Водянська сільська рада, Ганнівська сільська рада, Дніпровокам’янська сільська рада, Зарічанська сільська рада, Мишурино-Різька сільська рада, Першотравенська сільська рада, Пушкарівська сільська рада"
Дніпропетровська область,Кам’янський район,Верхівцівська територіальна громада,міська,2020,11,151.2,11953,25.10.2020,2,"Верхівцівська міська рада, Малоолександрівська сільська рада"
Дніпропетровська область,Кам’янський район,Вишнівська територіальна громада,селищна,2020,10,213.2,4440,18.12.2016,3,"Вишнівська селищна рада, Комісарівська сільська рада, Лозуватська сільська рада"
Дніпропетровська область,Кам’янський район,Вільногірська територіальна громада,міська,2020,11,151.9,23768,25.10.2020,3,"Вільногірська міська рада, Дмитрівська сільська рада, КОАТУУ: 1224555301)"
Дніпропетровська область,Кам’янський район,Жовтоводська територіальна громада,міська,2020,4,79.1,44376,25.10.2020,2,"Жовтоводська міська рада, Мар’янівська сільська рада"
Дніпропетровська область,Кам’янський район,Затишнянська територіальна громада,сільська,2020,23,372.1,3888,22.12.2019,3,"Затишнянська сільська рада, Гуляйпільська сільська рада, Преображенська сільська рада"
Дніпропетровська область,Кам’янський район,Кам'янська територіальна громада,міська,2020,3,136.3,236672,25.10.2020,2,"Кам'янська міська рада, Карнаухівська селищна рада"
Дніпропетровська область,Кам’янський район,Криничанська територіальна громада,селищна,2020,46,689.5,19105,11.12.2016,11,"Криничанська селищна рада, Аулівська селищна рада, Дружбівська сільська рада, Маломихайлівська сільська рада, Новоселівська сільська рада, Світлогірська сільська рада, Семенівська сільська рада, Українська сільська рада, Червонопромінська сільська рада, Червоноіванівська сільська рада, КОАТУУ: 1222086203)"
Дніпропетровська область,Кам’янський район,Лихівська територіальна громада,селищна,2020,26,466.5,4846,18.12.2016,4,"Лихівська селищна рада, Біленщинська сільська рада, Троїцька сільська рада, Холодіївська сільська рада"
Дніпропетровська область,Кам’янський район,П'ятихатська територіальна громада,міська,2020,31,500.3,25840,25.10.2020,8,"П’ятихатська міська рада, Івашинівська сільська рада, Богдано-Надеждівська сільська рада, Виноградівська сільська рада, Жовтянська сільська рада, Зорянська сільська рада, Пальмирівська сільська рада, КОАТУУ: 1210790001)"
Дніпропетровська область,Кам’янський район,Саксаганська територіальна громада,сільська,2020,19,406.3,6977,24.12.2017,4,"Саксаганська сільська рада, Саврівська сільська рада, Грушуватська сільська рада, Саївська сільська рада"
Дніпропетровська область,Криворізький район,Апостолівська територіальна громада,міська,2020,20,676.5,22208,25.10.2015,5,"Апостолівська міська рада, Володимирівська сільська рада, Кам’янська сільська рада, Михайлівська сільська рада, Першотравенська сільська рада"
Дніпропетровська область,Криворізький район,Вакулівська територіальна громада,сільська,2020,18,285.3,2838,25.10.2015,3,"Вакулівська сільська рада, Нововасилівська сільська рада, Новоолексіївська сільська рада"
Дніпропетровська область,Криворізький район,Глеюватська територіальна громада,сільська,2020,19,343.6,7675,22.12.2019,4,"Глеюватська сільська рада, Недайводська сільська рада, Орджонікідзевська сільська рада, Червоненська сільська рада"
Дніпропетровська область,Криворізький район,Гречаноподівська територіальна громада,сільська,2020,15,257.0,4512,18.12.2016,3,"Гречаноподівська сільська рада, Олександрівська сільська рада, Степова сільська рада"
Дніпропетровська область,Криворізький район,Грушівська територіальна громада,сільська,2020,7,268.0,6174,25.10.2015,2,"Грушівська сільська рада, Токівська сільська рада"
Дніпропетровська область,Криворізький район,Девладівська територіальна громада,сільська,2020,34,408.6,5255,24.12.2017,4,"Девладівська сільська рада, Мар’є-Дмитрівська сільська рада, Ордо-Василівська сільська рада, Першотравенська сільська рада"
Дніпропетровська область,Криворізький район,Зеленодольська територіальна громада,міська,2020,4,310.4,18637,25.10.2015,3,"Зеленодольська міська рада, Великокостромська сільська рада, Мар’янська сільська рада"
Дніпропетровська область,Криворізький район,Карпівська територіальна громада,сільська,2020,26,366.2,5377,29.10.2017,3,"Карпівська селищна рада, Андріївська сільська рада, Новомалинівська сільська рада"
Дніпропетровська область,Криворізький район,Криворізька територіальна громада,міська,2020,6,431.9,615492,25.10.2020,1,Криворізька міська рада
Дніпропетровська область,Криворізький район,Лозуватська територіальна громада,сільська,2020,32,563.8,18910,25.10.2020,8,"Лозуватська сільська рада, Христофорівська селищна рада, Валівська сільська рада, Вільненська сільська рада, Грузька сільська рада, Данилівська сільська рада, Гейківська сільська рада, Чкаловська сільська рада"
Дніпропетровська область,Криворізький район,Нивотрудівська територіальна громада,сільська,2020,8,129.3,4635,25.10.2015,2,"Нивотрудівська сільська рада, Вільненська сільська рада"
Дніпропетровська область,Криворізький район,Новолатівська територіальна громада,сільська,2020,11,267.3,2507,18.12.2016,3,"Інгулецька района рада, Новолатівська сільська рада, Зеленобалківська сільська рада"
Дніпропетровська область,Криворізький район,Новопільська територіальна громада,сільська,2020,38,444.8,16631,25.10.2020,7,"Новопільська сільська рада, Радушненська селищна рада, Веселівська сільська рада, Златоустівська сільська рада, Красівська сільська рада, Надеждівська сільська рада, Широківська сільська рада"
Дніпропетровська область,Криворізький район,Софіївська територіальна громада,селищна,2020,29,667.9,12074,18.12.2016,5,"Софіївська селищна рада, Запорізька сільська рада, Кам’янська сільська рада, Миколаївська сільська рада, Новоюлівська сільська рада"
Дніпропетровська область,Криворізький район,Широківська територіальна громада,селищна,2020,16,304.3,12742,29.10.2017,3,"Широківська селищна рада, Благодатнівська сільська рада, Шестірнянська сільська рада"
Дніпропетровська область,Новомосковський район,Губиниська територіальна громада,селищна,2020,25,748.3,18173,25.10.2020,7,"Губиниська селищна рада, Василівська сільська рада, Вільненська сільська рада, Мар’янівська сільська рада, Миколаївська сільська рада, Новостепанівська сільська рада, Попасненська сільська рада"
Дніпропетровська область,Новомосковський район,Личківська територіальна громада,сільська,2020,8,298.1,5086,29.04.2018,3,"Личківська сільська рада, Бузівська сільська рада, Приорільська сільська рада"
Дніпропетровська область,Новомосковський район,Магдалинівська територіальна громада,селищна,2020,36,923.4,21442,22.12.2019,14,"Магдалинівська селищна рада, Жданівська сільська рада, Казначеївська сільська рада, Котовська сільська рада, Мар’ївська сільська рада, Новопетрівська сільська рада, Олександрівська сільська рада, Оленівська сільська рада, Очеретуватська сільська рада, Першотравенська сільська рада, Поливанівська сільська рада, Почино-Софіївська сільська рада, Топчинська сільська рада, Шевченківська сільська рада"
Дніпропетровська область,Новомосковський район,Новомосковська територіальна громада,міська,2020,1,36.0,70230,25.10.2020,1,Новомосковська міська рада
Дніпропетровська область,Новомосковський район,Перещепинська територіальна громада,міська,2020,21,575.7,20639,29.04.2018,6,"Перещепинська міська рада, Багатська сільська рада, Голубівська сільська рада, Керносівська сільська рада, Михайлівська сільська рада, Шандрівська сільська рада"
Дніпропетровська область,Новомосковський район,Піщанська територіальна громада,сільська,2020,9,399.2,18668,29.04.2018,4,"Піщанська сільська рада, Меліоративнівська селищна рада, Знаменівська сільська рада, Орлівщинська сільська рада"
Дніпропетровська область,Новомосковський район,Черкаська територіальна громада,селищна,2020,2,190.3,10293,29.12.2019,2,"Черкаська селищна рада, Гвардійська селищна рада"
Дніпропетровська область,Новомосковський район,Чернеччинська територіальна громада,сільська,2020,8,307.2,4744,22.12.2019,4,"Чернеччинська сільська рада, Гупалівська сільська рада, Дмухайлівська сільська рада, Заплавська сільська рада"
Дніпропетровська область,Нікопольський район,Марганецька територіальна громада,міська,2020,8,264.1,48474,29.11.2018,2,"Марганецька міська рада, Новокиївська сільська рада"
Дніпропетровська область,Нікопольський район,Мирівська територіальна громада,сільська,2020,15,321.0,7122,27.03.2016,4,"Мирівська сільська рада, Виводівська сільська рада, Вищетарасівська сільська рада, Зорянська сільська рада"
Дніпропетровська область,Нікопольський район,Нікопольська територіальна громада,міська,2020,1,50.7,107464,25.10.2020,1,Нікопольська міська рада
Дніпропетровська область,Нікопольський район,Першотравневська територіальна громада,сільська,2020,45,790.9,12327,29.10.2017,9,"Першотравневська сільська рада, Криничуватська сільська рада, Чистопільська сільська рада, Лошкарівська сільська рада, Новоіванівська сільська рада, Павлопільська сільська рада, Південна сільська рада, Чкаловська сільська рада, Шевченківська сільська рада"
Дніпропетровська область,Нікопольський район,Покровська територіальна громада,селищна,2020,50,696.7,20038,23.11.2018,2,"Покровська міська рада, Шолоховська сільська рада"
Дніпропетровська область,Нікопольський район,Покровська територіальна громада,міська,2020,6,170.1,42875,23.11.2018,2,"Покровська міська рада, Шолоховська сільська рада"
Дніпропетровська область,Нікопольський район,Томаківська територіальна громада,селищна,2020,35,669.0,14416,18.12.2016,8,"Томаківська селищна рада, Володимирівська сільська рада, Зеленогайська сільська рада, Кисличуватська сільська рада, Китайгородська сільська рада, Михайлівська сільська рада, Преображенська сільська рада, Чумаківська сільська рада"
Дніпропетровська область,Нікопольський район,Червоногригорівська територіальна громада,селищна,2020,7,442.1,12511,29.10.2017,3,"Червоногригорівська селищна рада, Дмитрівська сільська рада, Придніпровська сільська рада"
Дніпропетровська область,Павлоградський район,Богданівська територіальна громада,сільська,2020,10,496.9,9737,25.10.2015,5,"Богданівська сільська рада, Богуславська сільська рада, Новодачинська сільська рада, Новоруська сільська рада, КОАТУУ: 1213590001)"
Дніпропетровська область,Павлоградський район,Вербківська територіальна громада,сільська,2020,16,583.2,8097,25.10.2015,5,"Вербківська сільська рада, В’язівоцька сільська рада, Кочережківська сільська рада, Поперечненська сільська рада, Олександрівська сільська рада"
Дніпропетровська область,Павлоградський район,Межиріцька територіальна громада,сільська,2020,12,270.0,6805,29.10.2017,3,"Межиріцька сільська рада, Булахівська сільська рада, Карабинівська сільська рада"
Дніпропетровська область,Павлоградський район,Павлоградська територіальна громада,міська,2020,1,58.8,103073,25.10.2020,1,Павлоградська міська рада
Дніпропетровська область,Павлоградський район,Тернівська територіальна громада,міська,2020,2,14.3,27320,Тернівка,1,Тернівська міська рада
Дніпропетровська область,Павлоградський район,Троїцька територіальна громада,сільська,2020,10,237.9,3450,29.10.2017,3,"Троїцька сільська рада, Привовчанська сільська рада, Писарівська сільська рада"
Дніпропетровська область,Павлоградський район,Юр’ївська територіальна громада,селищна,2020,47,769.0,11768,29.10.2017,10,"Юр’ївська селищна рада, Варварівська сільська рада, Вербуватівська сільська рада, Жемчужненська сільська рада, Новов’язівська сільська рада, Новоіванівська сільська рада, Олексіївська сільська рада, Преображенська сільська рада, Чаплинська сільська рада, Чернявщинська сільська рада"
Дніпропетровська область,Синельниківський район,Іларіонівська територіальна громада,селищна,2020,17,235.4,12995,29.10.2017,4,"Іларіонівська селищна рада, Дерезуватська сільська рада, Мар'ївська сільська рада, КОАТУУ: 1224886406)"
Дніпропетровська область,Синельниківський район,Брагинівська територіальна громада,сільська,2020,18,323.7,3892,25.10.2020,5,"Брагинівська сільська рада, Олександропільська сільська рада, Осадченська сільська рада, Хорошівська сільська рада, КОАТУУ: 1223884802)"
Дніпропетровська область,Синельниківський район,Васильківська територіальна громада,селищна,2020,56,882.4,21999,18.12.2016,8,"Васильківська селищна рада, Письменська селищна рада, Богданівська сільська рада, Великоолександрівська сільська рада, Воскресенівська сільська рада, Григорівська сільська рада, Дебальцівська сільська рада, Павлівська сільська рада"
Дніпропетровська область,Синельниківський район,Великомихайлівська територіальна громада,сільська,2020,16,271.0,3779,18.12.2016,2,"Великомихайлівська сільська рада, Березівська сільська рада"
Дніпропетровська область,Синельниківський район,Дубовиківська територіальна громада,сільська,2020,27,448.6,8670,29.10.2017,5,"Миколаївська сільська рада, Чаплинська селищна рада, Добровільська сільська рада, Зеленогайська сільська рада, Шевченківська сільська рада"
Дніпропетровська область,Синельниківський район,Зайцівська територіальна громада,сільська,2020,15,257.0,3410,29.10.2017,3,"Зайцівська сільська рада, Кислянська сільська рада, Майська сільська рада"
Дніпропетровська область,Синельниківський район,Маломихайлівська територіальна громада,сільська,2020,5,243.6,8722,18.12.2016,3,"Маломихайлівська сільська рада, Просянська селищна рада, Гаврилівська сільська рада"
Дніпропетровська область,Синельниківський район,Межівська територіальна громада,селищна,2020,30,631.4,14946,29.10.2017,7,"Межівська селищна рада, Демуринська селищна рада, Іванівська сільська рада, Веселівська сільська рада, Новогригорівська сільська рада, Преображенська сільська рада, Райпільська сільська рада"
Дніпропетровська область,Синельниківський район,Миколаївська територіальна громада,сільська,2020,17,459.5,9764,25.10.2020,5,"Миколаївська сільська рада, Горьківська сільська рада, Новотаромська сільська рада, Степова сільська рада, КОАТУУ: 1210141000)"
Дніпропетровська область,Синельниківський район,Новопавлівська територіальна громада,сільська,2020,11,327.1,3901,18.12.2016,2,"Новопавлівська сільська рада, Богданівська сільська рада"
Дніпропетровська область,Синельниківський район,Першотравенська територіальна громада,міська,2020,1,2.9,27573,25.10.2020,1,Першотравенська міська рада
Дніпропетровська область,Синельниківський район,Петропавлівська територіальна громада,селищна,2020,8,207.1,8489,25.10.2020,3,"Петропавлівська селищна рада, Лозівська сільська рада, Самарська сільська рада"
Дніпропетровська область,Синельниківський район,Покровська територіальна громада,сільська,2020,13,538.8,10316,23.11.2018,2,"Покровська міська рада, Шолоховська сільська рада"
Дніпропетровська область,Синельниківський район,Раївська територіальна громада,сільська,2020,47,677.3,10501,29.10.2017,10,"Раївська сільська рада, Василівська сільська рада, Великомихайлівська сільська рада, Вільненська сільська рада, Луб’янська сільська рада, Миролюбівська сільська рада, Михайлівська сільська рада, Новогнідська сільська рада, Новоолександрівська сільська рада, Шевченківська сільська рада"
Дніпропетровська область,Синельниківський район,Роздорська територіальна громада,селищна,2020,10,145.6,3062,18.12.2016,2,"Роздорська селищна рада, Старовишневецька сільська рада"
Дніпропетровська область,Синельниківський район,Синельниківська територіальна громада,міська,2020,1,23.9,30021,25.10.2020,1,Синельниківська міська рада
Дніпропетровська область,Синельниківський район,Славгородська територіальна громада,селищна,2020,24,239.8,5044,29.10.2017,4,"Славгородська селищна рада, Варварівська сільська рада, Гірківська сільська рада, КОАТУУ: 1225980501)"
Дніпропетровська область,Синельниківський район,Слов'янська територіальна громада,сільська,2020,11,293.3,3371,25.10.2020,2,"Слов’янська сільська рада, Зорянська сільська рада"
Дніпропетровська область,Синельниківський район,Українська територіальна громада,сільська,2020,8,258.8,2534,24.12.2017,2,"Українська сільська рада, Троїцька сільська рада"
Донецька область,Бахмутський район,Бахмутська територіальна громада,міська,2020,19,439.8,80377,25.10.2020,7,"Андріївська селищна рада, Бахмутська міська рада, Іванівська сільська рада, Зайцівська сільська рада, Клинівська сільська рада, Опитненський старостинський округ Бахмутської міської ради, Покровська сільська рада"
Донецька область,Бахмутський район,Званівська територіальна громада,сільська,2020,6,115.5,2418,29.10.2017,2,"Званівська сільська рада, Верхньокам’янська сільська рада"
Донецька область,Бахмутський район,Світлодарська територіальна громада,міська,2020,19,297.7,29167,Світлодарське,6,"Зайцівська селищна рада, Світлодарська міська рада, Луганська селищна рада, Миронівська селищна рада, Кодемська сільська рада, Новолуганська сільська рада"
Донецька область,Бахмутський район,Соледарська територіальна громада,міська,2020,37,567.1,19753,18.12.2016,10,"Соледарська міська рада, Бахмутська сільська рада, Берестівська сільська рада, Васюківська сільська рада, Володимирівська сільська рада, Міньківська сільська рада, Никифорівська сільська рада, Парасковіївська сільська рада, Роздолівська сільська рада, Яковлівська сільська рада"
Донецька область,Бахмутський район,Сіверська територіальна громада,міська,2020,7,195.4,13244,30.04.2017,4,"Сіверська міська рада, Дронівська сільська рада, Різниківська сільська рада, Серебрянська сільська рада"
Донецька область,Бахмутський район,Торецька територіальна громада,міська,2020,19,67.5,66369,Торецьк,5,"Торецька Дзержинська) міська рада, Артемівська міська рада, Північна селищна рада, Новгородська селищна рада, Щербинівська селищна рада"
Донецька область,Бахмутський район,Часовоярська територіальна громада,міська,2020,4,65.3,13200,Часів Яр,2,"Часовоярська міська рада, Калінінська сільська рада"
Донецька область,Волноваський район,Великоновосілківська територіальна громада,селищна,2020,29,907.9,18710,Велика Новосілка,8,"Великоновосілківська селищна рада, Андріївська сільська рада, Багатирська сільська рада, Зеленопільська сільська рада, Костянтинопільська сільська рада, Роздольненська сільська рада, Старомайорська сільська рада, Шахтарська сільська рада"
Донецька область,Волноваський район,Волноваська територіальна громада,міська,2020,23,538.4,36134,25.10.2020,10,"Військово-цивільна адміністрація міста Волноваха, Донська селищна рада, Іванівська сільська рада, Бугаська сільська рада, Валер’янівська сільська рада, Дмитрівська сільська рада, Новоандріївська сільська рада, Прохорівська сільська рада, Рибинська сільська рада, Свободненська сільська рада"
Донецька область,Волноваський район,Вугледарська територіальна громада,міська,2020,15,596.5,25980,25.10.2020,8,"Вугледарська міська рада, Шевченківська селищна рада, Єгорівська сільська рада, Микільська сільська рада, Богоявленська сільська рада, Новоукраїнська сільська рада, Павлівська сільська рада, Степненська сільська рада"
Донецька область,Волноваський район,Комарська територіальна громада,сільська,2020,24,423.2,6948,Комар,4,"Комарська сільська рада, Іскрівська сільська рада, Піддубненська сільська рада, Шевченківська сільська рада"
Донецька область,Волноваський район,Мирненська територіальна громада,селищна,2020,15,415.6,11845,Мирне,5,"Мирненська селищна рада, Андріївська селищна рада, Гранітненська сільська рада, Новоселівська сільська рада, Старогнатівська сільська рада"
Донецька область,Волноваський район,Ольгинська територіальна громада,селищна,2020,11,341.8,19174,25.10.2020,5,"Ольгинська селищна рада, Благодатненська селищна рада, Володимирівська селищна рада, Новотроїцька селищна рада, Миколаївська сільська рада"
Донецька область,Волноваський район,Старомлинівська територіальна громада,сільська,2020,14,571.8,10800,Старомлинівка,5,"Старомлинівська сільська рада, Євгенівська сільська рада, Керменчицька сільська рада, Краснополянська сільська рада, Новопетриківська сільська рада"
Донецька область,Волноваський район,Хлібодарівська територіальна громада,сільська,2020,27,662.2,12206,25.10.2020,13,"Хлібодарівська сільська рада, Анадольська сільська рада, Вільненська сільська рада, Діанівська сільська рада, Зачатівська сільська рада, Златоустівська сільська рада, Калінінська сільська рада, Новоолексіївська сільська рада, Привільненська сільська рада, Рівнопільська сільська рада, Сонячненська сільська рада, Степнянська сільська рада, Стрітенська сільська рада"
Донецька область,Краматорський район,Іллінівська територіальна громада,сільська,2020,25,523.3,8897,18.12.2016,9,"Іллінівська сільська рада, Артемівська сільська рада, Зорянська сільська рада, Катеринівська сільська рада, Новополтавська сільська рада, Олександро-Калинівська сільська рада, Полтавська сільська рада, Правдівська сільська рада, Тарасівська сільська рада"
Донецька область,Краматорський район,Андріївська територіальна громада,сільська,2020,5,159.6,2230,29.10.2017,2,"Андріївська сільська рада, Сергіївська сільська рада"
Донецька область,Краматорський район,Дружківська територіальна громада,міська,2020,20,289.3,66823,Дружківка,7,"Дружківська міська рада, Олексієво-Дружківська селищна рада, Райська селищна рада, Новоартемівська сільська рада, Кіндратівська сільська рада, Миколайпільська сільська рада, Торська сільська рада"
Донецька область,Краматорський район,Костянтинівська територіальна громада,міська,2020,24,467.4,73979,Костянтинівка,8,"Костянтинівська міська рада, Іванопільська сільська рада, Білокузьминівська сільська рада, Віролюбівська сільська рада, Марківська сільська рада, Миколаївська сільська рада, Новодмитрівська сільська рада, Предтечинська сільська рада"
